molecule_id,canonical_smiles,pActivity_calc,scaffold,document_year,assay_id,assay_format,construct,assay_description,scope
CHEMBL6003503,CCC(=O)N[C@@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3nc4ccccc4o3)cc2)C1,4.576754126063192,O=C(NC1CCCC1)c1ccc(-c2nc3ccccc3o2)cc1,2017,CHEMBL5730715,cell-based format,full_length_human_FASN_stated_in_assay_description,"Biochemical Assay of FASN: The biochemical FASN activity testing was performed as 384 well two-time-point kinetic fluorescence intensity assay format in Greiner low volume medium binding 384-well black microtiter plates in a total assay volume of 8 μl and was used for high throughput screen. In each well 3 μl 40 nM human recombinant full-length fatty acid synthase (produced in-house in SF9 cells) were dispensed in the following assay buffer: 50 mM potassium phosphate buffer pH 7.0, 0.005% (w/v) BSA, 2 mM Glutathione, 0.02% Tween-20. Then 2 μl of 200 μM NADPH in assay buffer were added, followed by the addition of the test compounds in 10 dilution concentrations starting with 30 μM (final concentration) to get a final DMSO content of 1% (v/v). The mixture was incubated for at least 15 min at room temperature. After the pre-incubation the enzymatic reaction was started by the addition of 2 μl substrate solution (80 μM acetyl-CoA, 240 μM malonyl-CoA). A first fluorescence intensity measurement (time point one) was performed with an Envision multimode reader (Perkin Elmer LAS Germany GmbH) at excitation wavelength 340 nm (lamp mode) and emission wavelength 460 nm. The reaction was incubated for 30 minutes at room temperature. After this the fluorescence intensity was measured again in the Envision using the same parameters as described above (second time point measurement). The data were analysed by subtracting the first time point measurement value from the second time point measurement value (after the enzymatic reaction). The differences of the emission signals were determined. These reflect directly the conversion rate of NADPH. The full value used was the inhibitor-free reaction. A pharmacological zero value was used like GSK837149A (Sigma-Aldrich) in a final concentration of 5-10 μM. The inhibitory values (IC50) were determined using either the program Symyx Assay Explorer® or Condosseo® from GeneData.",broad_full_length_stated_sensitivity
CHEMBL6006978,CC1(C)N=C(c2ccc(-c3c[nH]c4ccccc34)cc2F)N(CC2CN(C(=O)C3CC3)C2)C1=O,6.690369832574102,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3c[nH]c4ccccc34)cc2)C1,2017,CHEMBL5731051;CHEMBL5734379,assay format,full_length_human_FASN_stated_in_assay_description,"Fatty Acid Synthase (FASN) Inhibition Scintillation Proximity Assay: In this assay, inhibition of FASN activity is measured using 3H-acetyl-CoA and malonyl-CoA as substrates. 3H-Acetyl CoA is converted to 3H-palmitate through a series of reactions by the FASN protein, which contains 7 functional domains and carries out 7 enzymatic reactions to ultimately produce 3H-palmitate. The assay principle is based upon the fact that 3H-acetyl-CoA is hydrophilic and the end product, 3H-palmitate is hydrophobic. The hydrophobic 3H-palmitate binds to scintillation proximity assay (SPA) imaging beads (resulting in light emission from the imaging beads) whereas the hydrophilic 3H-acetyl-CoA does not bind to the imaging beads (and therefore does not result in light emission from the imaging beads).10 μL assay buffer (100 mM KH2PO4 pH 7.5, 1 mM DTT) (20 μL in blanks) was added to a 384-well white Opti Plate plate (Perkin Elmer). 0.9 μL test compound (at concentrations of 30 μM, 10 μM, 3 μM, 1 μM, 0.30 μM, 0.10 μM, 0.03 μM and 0.01 μM)/DMSO and 10 μL hFASN enzyme (full length, 300 ng, purified in house) or 10 μL assay buffer was added to the wells. Then 10 μL 450 μM NADPH (Sigma N7505), 18.75 μM [3H]-acetyl-CoA (Perkin Elmer NET-290L), 150 μM malonyl-CoA (Sigma M4263) were added, mixed and incubated at room temperature for 60 minutes. The reaction was stopped by adding 20 μL Streptavidin coupled imaging beads (25 mg/ml). After incubation for 30 minutes at room temperature in the dark, the 384 well plate was centrifuged at 1500 rpm for 3 minutes and was measured after at least 24 hrs by the LEADseeker, measuring emission using a 610±20 nm pass filter. (Bays, N. W., et al., A simplified scintillation proximity assay for fatty acid synthase activity: development and comparison with other FAS activity assays, J. Biomol. Screen., 2009, pp 636-642, Vol. 14(6).)Raw data generated by the instrument were normalized to % Controlmin values, which were calculated as: % Controlmin=100*(x−mLC)/(mHC−mLC)where mLC and mHC were the means of the low control wells and high control wells on the plate, after manual exclusion of outliers. A plot of Controlmin versus test compound concentration was fitted to a 4-parameter logistic curve using a non-linear least squares regression method. From the plot, an IC50 (concentration at which 50% inhibition is achieved) was calculated. pIC50 values were calculated as −log(IC50), when IC50 is expressed in molar units.",broad_full_length_stated_sensitivity
CHEMBL6018771,CN(C)CC(=O)N[C@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3nc4ccccc4o3)cc2)C1,5.756961951313706,O=C(NC1CCCC1)c1ccc(-c2nc3ccccc3o2)cc1,2017,CHEMBL5730715,cell-based format,full_length_human_FASN_stated_in_assay_description,"Biochemical Assay of FASN: The biochemical FASN activity testing was performed as 384 well two-time-point kinetic fluorescence intensity assay format in Greiner low volume medium binding 384-well black microtiter plates in a total assay volume of 8 μl and was used for high throughput screen. In each well 3 μl 40 nM human recombinant full-length fatty acid synthase (produced in-house in SF9 cells) were dispensed in the following assay buffer: 50 mM potassium phosphate buffer pH 7.0, 0.005% (w/v) BSA, 2 mM Glutathione, 0.02% Tween-20. Then 2 μl of 200 μM NADPH in assay buffer were added, followed by the addition of the test compounds in 10 dilution concentrations starting with 30 μM (final concentration) to get a final DMSO content of 1% (v/v). The mixture was incubated for at least 15 min at room temperature. After the pre-incubation the enzymatic reaction was started by the addition of 2 μl substrate solution (80 μM acetyl-CoA, 240 μM malonyl-CoA). A first fluorescence intensity measurement (time point one) was performed with an Envision multimode reader (Perkin Elmer LAS Germany GmbH) at excitation wavelength 340 nm (lamp mode) and emission wavelength 460 nm. The reaction was incubated for 30 minutes at room temperature. After this the fluorescence intensity was measured again in the Envision using the same parameters as described above (second time point measurement). The data were analysed by subtracting the first time point measurement value from the second time point measurement value (after the enzymatic reaction). The differences of the emission signals were determined. These reflect directly the conversion rate of NADPH. The full value used was the inhibitor-free reaction. A pharmacological zero value was used like GSK837149A (Sigma-Aldrich) in a final concentration of 5-10 μM. The inhibitory values (IC50) were determined using either the program Symyx Assay Explorer® or Condosseo® from GeneData.",broad_full_length_stated_sensitivity
CHEMBL6030711,Cc1cc(-c2ccc3c(cnn3C)c2)ccc1C1=NC(C)(C)C(=O)N1C[C@@H]1CCN(C(=O)C2(C)CC2)C1,7.199970640755866,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4[nH]ncc4c3)cc2)C1,2017,CHEMBL5731051;CHEMBL5734379,assay format,full_length_human_FASN_stated_in_assay_description,"Fatty Acid Synthase (FASN) Inhibition Scintillation Proximity Assay: In this assay, inhibition of FASN activity is measured using 3H-acetyl-CoA and malonyl-CoA as substrates. 3H-Acetyl CoA is converted to 3H-palmitate through a series of reactions by the FASN protein, which contains 7 functional domains and carries out 7 enzymatic reactions to ultimately produce 3H-palmitate. The assay principle is based upon the fact that 3H-acetyl-CoA is hydrophilic and the end product, 3H-palmitate is hydrophobic. The hydrophobic 3H-palmitate binds to scintillation proximity assay (SPA) imaging beads (resulting in light emission from the imaging beads) whereas the hydrophilic 3H-acetyl-CoA does not bind to the imaging beads (and therefore does not result in light emission from the imaging beads).10 μL assay buffer (100 mM KH2PO4 pH 7.5, 1 mM DTT) (20 μL in blanks) was added to a 384-well white Opti Plate plate (Perkin Elmer). 0.9 μL test compound (at concentrations of 30 μM, 10 μM, 3 μM, 1 μM, 0.30 μM, 0.10 μM, 0.03 μM and 0.01 μM)/DMSO and 10 μL hFASN enzyme (full length, 300 ng, purified in house) or 10 μL assay buffer was added to the wells. Then 10 μL 450 μM NADPH (Sigma N7505), 18.75 μM [3H]-acetyl-CoA (Perkin Elmer NET-290L), 150 μM malonyl-CoA (Sigma M4263) were added, mixed and incubated at room temperature for 60 minutes. The reaction was stopped by adding 20 μL Streptavidin coupled imaging beads (25 mg/ml). After incubation for 30 minutes at room temperature in the dark, the 384 well plate was centrifuged at 1500 rpm for 3 minutes and was measured after at least 24 hrs by the LEADseeker, measuring emission using a 610±20 nm pass filter. (Bays, N. W., et al., A simplified scintillation proximity assay for fatty acid synthase activity: development and comparison with other FAS activity assays, J. Biomol. Screen., 2009, pp 636-642, Vol. 14(6).)Raw data generated by the instrument were normalized to % Controlmin values, which were calculated as: % Controlmin=100*(x−mLC)/(mHC−mLC)where mLC and mHC were the means of the low control wells and high control wells on the plate, after manual exclusion of outliers. A plot of Controlmin versus test compound concentration was fitted to a 4-parameter logistic curve using a non-linear least squares regression method. From the plot, an IC50 (concentration at which 50% inhibition is achieved) was calculated. pIC50 values were calculated as −log(IC50), when IC50 is expressed in molar units.",broad_full_length_stated_sensitivity
CHEMBL6032013,CC1(C)N=C(c2ccc(-c3ccc(-c4ccncc4)cc3)cc2F)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,7.279840696594043,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc(-c4ccncc4)cc3)cc2)C1,2017,CHEMBL5731051;CHEMBL5734379,assay format,full_length_human_FASN_stated_in_assay_description,"Fatty Acid Synthase (FASN) Inhibition Scintillation Proximity Assay: In this assay, inhibition of FASN activity is measured using 3H-acetyl-CoA and malonyl-CoA as substrates. 3H-Acetyl CoA is converted to 3H-palmitate through a series of reactions by the FASN protein, which contains 7 functional domains and carries out 7 enzymatic reactions to ultimately produce 3H-palmitate. The assay principle is based upon the fact that 3H-acetyl-CoA is hydrophilic and the end product, 3H-palmitate is hydrophobic. The hydrophobic 3H-palmitate binds to scintillation proximity assay (SPA) imaging beads (resulting in light emission from the imaging beads) whereas the hydrophilic 3H-acetyl-CoA does not bind to the imaging beads (and therefore does not result in light emission from the imaging beads).10 μL assay buffer (100 mM KH2PO4 pH 7.5, 1 mM DTT) (20 μL in blanks) was added to a 384-well white Opti Plate plate (Perkin Elmer). 0.9 μL test compound (at concentrations of 30 μM, 10 μM, 3 μM, 1 μM, 0.30 μM, 0.10 μM, 0.03 μM and 0.01 μM)/DMSO and 10 μL hFASN enzyme (full length, 300 ng, purified in house) or 10 μL assay buffer was added to the wells. Then 10 μL 450 μM NADPH (Sigma N7505), 18.75 μM [3H]-acetyl-CoA (Perkin Elmer NET-290L), 150 μM malonyl-CoA (Sigma M4263) were added, mixed and incubated at room temperature for 60 minutes. The reaction was stopped by adding 20 μL Streptavidin coupled imaging beads (25 mg/ml). After incubation for 30 minutes at room temperature in the dark, the 384 well plate was centrifuged at 1500 rpm for 3 minutes and was measured after at least 24 hrs by the LEADseeker, measuring emission using a 610±20 nm pass filter. (Bays, N. W., et al., A simplified scintillation proximity assay for fatty acid synthase activity: development and comparison with other FAS activity assays, J. Biomol. Screen., 2009, pp 636-642, Vol. 14(6).)Raw data generated by the instrument were normalized to % Controlmin values, which were calculated as: % Controlmin=100*(x−mLC)/(mHC−mLC)where mLC and mHC were the means of the low control wells and high control wells on the plate, after manual exclusion of outliers. A plot of Controlmin versus test compound concentration was fitted to a 4-parameter logistic curve using a non-linear least squares regression method. From the plot, an IC50 (concentration at which 50% inhibition is achieved) was calculated. pIC50 values were calculated as −log(IC50), when IC50 is expressed in molar units.",broad_full_length_stated_sensitivity
CHEMBL6034162,Cc1cc(-c2ccc3cc(F)ccc3c2)ccc1C1=NC(C)(C)C(=O)N1C[C@@H]1CCN(C(=O)C2(C)CC2)C1,7.369572124974976,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4ccccc4c3)cc2)C1,2017,CHEMBL5731051;CHEMBL5734379,assay format,full_length_human_FASN_stated_in_assay_description,"Fatty Acid Synthase (FASN) Inhibition Scintillation Proximity Assay: In this assay, inhibition of FASN activity is measured using 3H-acetyl-CoA and malonyl-CoA as substrates. 3H-Acetyl CoA is converted to 3H-palmitate through a series of reactions by the FASN protein, which contains 7 functional domains and carries out 7 enzymatic reactions to ultimately produce 3H-palmitate. The assay principle is based upon the fact that 3H-acetyl-CoA is hydrophilic and the end product, 3H-palmitate is hydrophobic. The hydrophobic 3H-palmitate binds to scintillation proximity assay (SPA) imaging beads (resulting in light emission from the imaging beads) whereas the hydrophilic 3H-acetyl-CoA does not bind to the imaging beads (and therefore does not result in light emission from the imaging beads).10 μL assay buffer (100 mM KH2PO4 pH 7.5, 1 mM DTT) (20 μL in blanks) was added to a 384-well white Opti Plate plate (Perkin Elmer). 0.9 μL test compound (at concentrations of 30 μM, 10 μM, 3 μM, 1 μM, 0.30 μM, 0.10 μM, 0.03 μM and 0.01 μM)/DMSO and 10 μL hFASN enzyme (full length, 300 ng, purified in house) or 10 μL assay buffer was added to the wells. Then 10 μL 450 μM NADPH (Sigma N7505), 18.75 μM [3H]-acetyl-CoA (Perkin Elmer NET-290L), 150 μM malonyl-CoA (Sigma M4263) were added, mixed and incubated at room temperature for 60 minutes. The reaction was stopped by adding 20 μL Streptavidin coupled imaging beads (25 mg/ml). After incubation for 30 minutes at room temperature in the dark, the 384 well plate was centrifuged at 1500 rpm for 3 minutes and was measured after at least 24 hrs by the LEADseeker, measuring emission using a 610±20 nm pass filter. (Bays, N. W., et al., A simplified scintillation proximity assay for fatty acid synthase activity: development and comparison with other FAS activity assays, J. Biomol. Screen., 2009, pp 636-642, Vol. 14(6).)Raw data generated by the instrument were normalized to % Controlmin values, which were calculated as: % Controlmin=100*(x−mLC)/(mHC−mLC)where mLC and mHC were the means of the low control wells and high control wells on the plate, after manual exclusion of outliers. A plot of Controlmin versus test compound concentration was fitted to a 4-parameter logistic curve using a non-linear least squares regression method. From the plot, an IC50 (concentration at which 50% inhibition is achieved) was calculated. pIC50 values were calculated as −log(IC50), when IC50 is expressed in molar units.",broad_full_length_stated_sensitivity
CHEMBL6035580,Cn1cc(-c2ccc(-c3ccc(C4=NC(C)(C)C(=O)N4CC4CN(C(=O)C5(C)CC5)C4)c(F)c3)cc2)cn1,7.179798540514359,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc(-c4cn[nH]c4)cc3)cc2)C1,2017,CHEMBL5731051;CHEMBL5734379,assay format,full_length_human_FASN_stated_in_assay_description,"Fatty Acid Synthase (FASN) Inhibition Scintillation Proximity Assay: In this assay, inhibition of FASN activity is measured using 3H-acetyl-CoA and malonyl-CoA as substrates. 3H-Acetyl CoA is converted to 3H-palmitate through a series of reactions by the FASN protein, which contains 7 functional domains and carries out 7 enzymatic reactions to ultimately produce 3H-palmitate. The assay principle is based upon the fact that 3H-acetyl-CoA is hydrophilic and the end product, 3H-palmitate is hydrophobic. The hydrophobic 3H-palmitate binds to scintillation proximity assay (SPA) imaging beads (resulting in light emission from the imaging beads) whereas the hydrophilic 3H-acetyl-CoA does not bind to the imaging beads (and therefore does not result in light emission from the imaging beads).10 μL assay buffer (100 mM KH2PO4 pH 7.5, 1 mM DTT) (20 μL in blanks) was added to a 384-well white Opti Plate plate (Perkin Elmer). 0.9 μL test compound (at concentrations of 30 μM, 10 μM, 3 μM, 1 μM, 0.30 μM, 0.10 μM, 0.03 μM and 0.01 μM)/DMSO and 10 μL hFASN enzyme (full length, 300 ng, purified in house) or 10 μL assay buffer was added to the wells. Then 10 μL 450 μM NADPH (Sigma N7505), 18.75 μM [3H]-acetyl-CoA (Perkin Elmer NET-290L), 150 μM malonyl-CoA (Sigma M4263) were added, mixed and incubated at room temperature for 60 minutes. The reaction was stopped by adding 20 μL Streptavidin coupled imaging beads (25 mg/ml). After incubation for 30 minutes at room temperature in the dark, the 384 well plate was centrifuged at 1500 rpm for 3 minutes and was measured after at least 24 hrs by the LEADseeker, measuring emission using a 610±20 nm pass filter. (Bays, N. W., et al., A simplified scintillation proximity assay for fatty acid synthase activity: development and comparison with other FAS activity assays, J. Biomol. Screen., 2009, pp 636-642, Vol. 14(6).)Raw data generated by the instrument were normalized to % Controlmin values, which were calculated as: % Controlmin=100*(x−mLC)/(mHC−mLC)where mLC and mHC were the means of the low control wells and high control wells on the plate, after manual exclusion of outliers. A plot of Controlmin versus test compound concentration was fitted to a 4-parameter logistic curve using a non-linear least squares regression method. From the plot, an IC50 (concentration at which 50% inhibition is achieved) was calculated. pIC50 values were calculated as −log(IC50), when IC50 is expressed in molar units.",broad_full_length_stated_sensitivity
CHEMBL6035593,COC(=O)[C@H](CC(=O)N[C@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3nc4ccccc4o3)cc2)C1)NC(C)=O,5.756961951313706,O=C(NC1CCCC1)c1ccc(-c2nc3ccccc3o2)cc1,2017,CHEMBL5730715,cell-based format,full_length_human_FASN_stated_in_assay_description,"Biochemical Assay of FASN: The biochemical FASN activity testing was performed as 384 well two-time-point kinetic fluorescence intensity assay format in Greiner low volume medium binding 384-well black microtiter plates in a total assay volume of 8 μl and was used for high throughput screen. In each well 3 μl 40 nM human recombinant full-length fatty acid synthase (produced in-house in SF9 cells) were dispensed in the following assay buffer: 50 mM potassium phosphate buffer pH 7.0, 0.005% (w/v) BSA, 2 mM Glutathione, 0.02% Tween-20. Then 2 μl of 200 μM NADPH in assay buffer were added, followed by the addition of the test compounds in 10 dilution concentrations starting with 30 μM (final concentration) to get a final DMSO content of 1% (v/v). The mixture was incubated for at least 15 min at room temperature. After the pre-incubation the enzymatic reaction was started by the addition of 2 μl substrate solution (80 μM acetyl-CoA, 240 μM malonyl-CoA). A first fluorescence intensity measurement (time point one) was performed with an Envision multimode reader (Perkin Elmer LAS Germany GmbH) at excitation wavelength 340 nm (lamp mode) and emission wavelength 460 nm. The reaction was incubated for 30 minutes at room temperature. After this the fluorescence intensity was measured again in the Envision using the same parameters as described above (second time point measurement). The data were analysed by subtracting the first time point measurement value from the second time point measurement value (after the enzymatic reaction). The differences of the emission signals were determined. These reflect directly the conversion rate of NADPH. The full value used was the inhibitor-free reaction. A pharmacological zero value was used like GSK837149A (Sigma-Aldrich) in a final concentration of 5-10 μM. The inhibitory values (IC50) were determined using either the program Symyx Assay Explorer® or Condosseo® from GeneData.",broad_full_length_stated_sensitivity
CHEMBL6035602,CC(=O)N[C@@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3nc4ccccc4o3)cc2)C1,4.576754126063192,O=C(NC1CCCC1)c1ccc(-c2nc3ccccc3o2)cc1,2017,CHEMBL5730715,cell-based format,full_length_human_FASN_stated_in_assay_description,"Biochemical Assay of FASN: The biochemical FASN activity testing was performed as 384 well two-time-point kinetic fluorescence intensity assay format in Greiner low volume medium binding 384-well black microtiter plates in a total assay volume of 8 μl and was used for high throughput screen. In each well 3 μl 40 nM human recombinant full-length fatty acid synthase (produced in-house in SF9 cells) were dispensed in the following assay buffer: 50 mM potassium phosphate buffer pH 7.0, 0.005% (w/v) BSA, 2 mM Glutathione, 0.02% Tween-20. Then 2 μl of 200 μM NADPH in assay buffer were added, followed by the addition of the test compounds in 10 dilution concentrations starting with 30 μM (final concentration) to get a final DMSO content of 1% (v/v). The mixture was incubated for at least 15 min at room temperature. After the pre-incubation the enzymatic reaction was started by the addition of 2 μl substrate solution (80 μM acetyl-CoA, 240 μM malonyl-CoA). A first fluorescence intensity measurement (time point one) was performed with an Envision multimode reader (Perkin Elmer LAS Germany GmbH) at excitation wavelength 340 nm (lamp mode) and emission wavelength 460 nm. The reaction was incubated for 30 minutes at room temperature. After this the fluorescence intensity was measured again in the Envision using the same parameters as described above (second time point measurement). The data were analysed by subtracting the first time point measurement value from the second time point measurement value (after the enzymatic reaction). The differences of the emission signals were determined. These reflect directly the conversion rate of NADPH. The full value used was the inhibitor-free reaction. A pharmacological zero value was used like GSK837149A (Sigma-Aldrich) in a final concentration of 5-10 μM. The inhibitory values (IC50) were determined using either the program Symyx Assay Explorer® or Condosseo® from GeneData.",broad_full_length_stated_sensitivity
CHEMBL6039031,CC1(C)N=C(c2ccc(-c3c[nH]c4ccccc34)cc2F)N(CC2CCN(C(=O)C3CC3)C2)C1=O,7.1598939055432425,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3c[nH]c4ccccc34)cc2)C1,2017,CHEMBL5731051,assay format,full_length_human_FASN_stated_in_assay_description,"Fatty Acid Synthase (FASN) Inhibition Scintillation Proximity Assay: In this assay, inhibition of FASN activity is measured using 3H-acetyl-CoA and malonyl-CoA as substrates. 3H-Acetyl CoA is converted to 3H-palmitate through a series of reactions by the FASN protein, which contains 7 functional domains and carries out 7 enzymatic reactions to ultimately produce 3H-palmitate. The assay principle is based upon the fact that 3H-acetyl-CoA is hydrophilic and the end product, 3H-palmitate is hydrophobic. The hydrophobic 3H-palmitate binds to scintillation proximity assay (SPA) imaging beads (resulting in light emission from the imaging beads) whereas the hydrophilic 3H-acetyl-CoA does not bind to the imaging beads (and therefore does not result in light emission from the imaging beads).10 μL assay buffer (100 mM KH2PO4 pH 7.5, 1 mM DTT) (20 μL in blanks) was added to a 384-well white Opti Plate plate (Perkin Elmer). 0.9 μL test compound (at concentrations of 30 μM, 10 μM, 3 μM, 1 μM, 0.30 μM, 0.10 μM, 0.03 μM and 0.01 μM)/DMSO and 10 μL hFASN enzyme (full length, 300 ng, purified in house) or 10 μL assay buffer was added to the wells. Then 10 μL 450 μM NADPH (Sigma N7505), 18.75 μM [3H]-acetyl-CoA (Perkin Elmer NET-290L), 150 μM malonyl-CoA (Sigma M4263) were added, mixed and incubated at room temperature for 60 minutes. The reaction was stopped by adding 20 μL Streptavidin coupled imaging beads (25 mg/ml). After incubation for 30 minutes at room temperature in the dark, the 384 well plate was centrifuged at 1500 rpm for 3 minutes and was measured after at least 24 hrs by the LEADseeker, measuring emission using a 610±20 nm pass filter. (Bays, N. W., et al., A simplified scintillation proximity assay for fatty acid synthase activity: development and comparison with other FAS activity assays, J. Biomol. Screen., 2009, pp 636-642, Vol. 14(6).)Raw data generated by the instrument were normalized to % Controlmin values, which were calculated as: % Controlmin=100*(x−mLC)/(mHC−mLC)where mLC and mHC were the means of the low control wells and high control wells on the plate, after manual exclusion of outliers. A plot of Controlmin versus test compound concentration was fitted to a 4-parameter logistic curve using a non-linear least squares regression method. From the plot, an IC50 (concentration at which 50% inhibition is achieved) was calculated. pIC50 values were calculated as −log(IC50), when IC50 is expressed in molar units.",broad_full_length_stated_sensitivity
CHEMBL6040423,CC1(C)N=C(c2ccc(-c3nc4ccccc4o3)cc2)N(CC2CN(C(=O)C3CC3)C2)C1=O,5.36997914888659,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3nc4ccccc4o3)cc2)C1,2017,CHEMBL5731051;CHEMBL5734379,assay format,full_length_human_FASN_stated_in_assay_description,"Fatty Acid Synthase (FASN) Inhibition Scintillation Proximity Assay: In this assay, inhibition of FASN activity is measured using 3H-acetyl-CoA and malonyl-CoA as substrates. 3H-Acetyl CoA is converted to 3H-palmitate through a series of reactions by the FASN protein, which contains 7 functional domains and carries out 7 enzymatic reactions to ultimately produce 3H-palmitate. The assay principle is based upon the fact that 3H-acetyl-CoA is hydrophilic and the end product, 3H-palmitate is hydrophobic. The hydrophobic 3H-palmitate binds to scintillation proximity assay (SPA) imaging beads (resulting in light emission from the imaging beads) whereas the hydrophilic 3H-acetyl-CoA does not bind to the imaging beads (and therefore does not result in light emission from the imaging beads).10 μL assay buffer (100 mM KH2PO4 pH 7.5, 1 mM DTT) (20 μL in blanks) was added to a 384-well white Opti Plate plate (Perkin Elmer). 0.9 μL test compound (at concentrations of 30 μM, 10 μM, 3 μM, 1 μM, 0.30 μM, 0.10 μM, 0.03 μM and 0.01 μM)/DMSO and 10 μL hFASN enzyme (full length, 300 ng, purified in house) or 10 μL assay buffer was added to the wells. Then 10 μL 450 μM NADPH (Sigma N7505), 18.75 μM [3H]-acetyl-CoA (Perkin Elmer NET-290L), 150 μM malonyl-CoA (Sigma M4263) were added, mixed and incubated at room temperature for 60 minutes. The reaction was stopped by adding 20 μL Streptavidin coupled imaging beads (25 mg/ml). After incubation for 30 minutes at room temperature in the dark, the 384 well plate was centrifuged at 1500 rpm for 3 minutes and was measured after at least 24 hrs by the LEADseeker, measuring emission using a 610±20 nm pass filter. (Bays, N. W., et al., A simplified scintillation proximity assay for fatty acid synthase activity: development and comparison with other FAS activity assays, J. Biomol. Screen., 2009, pp 636-642, Vol. 14(6).)Raw data generated by the instrument were normalized to % Controlmin values, which were calculated as: % Controlmin=100*(x−mLC)/(mHC−mLC)where mLC and mHC were the means of the low control wells and high control wells on the plate, after manual exclusion of outliers. A plot of Controlmin versus test compound concentration was fitted to a 4-parameter logistic curve using a non-linear least squares regression method. From the plot, an IC50 (concentration at which 50% inhibition is achieved) was calculated. pIC50 values were calculated as −log(IC50), when IC50 is expressed in molar units.",broad_full_length_stated_sensitivity
CHEMBL6046039,CCC(=O)N[C@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3nc4ccc(Cl)cc4o3)nn2)C1,4.576754126063192,O=C(NC1CCCC1)c1ccc(-c2nc3ccccc3o2)nn1,2017,CHEMBL5730715,cell-based format,full_length_human_FASN_stated_in_assay_description,"Biochemical Assay of FASN: The biochemical FASN activity testing was performed as 384 well two-time-point kinetic fluorescence intensity assay format in Greiner low volume medium binding 384-well black microtiter plates in a total assay volume of 8 μl and was used for high throughput screen. In each well 3 μl 40 nM human recombinant full-length fatty acid synthase (produced in-house in SF9 cells) were dispensed in the following assay buffer: 50 mM potassium phosphate buffer pH 7.0, 0.005% (w/v) BSA, 2 mM Glutathione, 0.02% Tween-20. Then 2 μl of 200 μM NADPH in assay buffer were added, followed by the addition of the test compounds in 10 dilution concentrations starting with 30 μM (final concentration) to get a final DMSO content of 1% (v/v). The mixture was incubated for at least 15 min at room temperature. After the pre-incubation the enzymatic reaction was started by the addition of 2 μl substrate solution (80 μM acetyl-CoA, 240 μM malonyl-CoA). A first fluorescence intensity measurement (time point one) was performed with an Envision multimode reader (Perkin Elmer LAS Germany GmbH) at excitation wavelength 340 nm (lamp mode) and emission wavelength 460 nm. The reaction was incubated for 30 minutes at room temperature. After this the fluorescence intensity was measured again in the Envision using the same parameters as described above (second time point measurement). The data were analysed by subtracting the first time point measurement value from the second time point measurement value (after the enzymatic reaction). The differences of the emission signals were determined. These reflect directly the conversion rate of NADPH. The full value used was the inhibitor-free reaction. A pharmacological zero value was used like GSK837149A (Sigma-Aldrich) in a final concentration of 5-10 μM. The inhibitory values (IC50) were determined using either the program Symyx Assay Explorer® or Condosseo® from GeneData.",broad_full_length_stated_sensitivity
